skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
lod armageddon	0	0	0	0	44		Skillname250	Skillld250	Skillld250	Skillan250	5													armageddonfire			75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma																36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	par3*2	3	36	StrSkillDurationSingular	StrSkill20	ln12 + skill('Eruption'.blvl) * par7	25											40	Sksyn	Skillname250	2		76	Secplev2	Skillname235	2		76	Firedplev	Skillname226	par8		76	Firedplev	Skillname230	par8		76	Damplev	Skillname245	par6														0
poison nova oskill	0	0	0	0	50		skillname92	skillld92	skillld92	skillan92	5																36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	75	StrSkill4		enms*edln/256	exms*edln/256																36	StrSkill3		usmc	256																										40	Sksyn	skillname92	2		76	Poisdplev	skillname73	par8		76	Poisdplev	skillname83	par8		76	Damplev	skillname73	par8		76	Damplev	skillname83	par8									0
summon undead fenris	0	0	0	0	50		Skillname238	Skillld238	Skillld238	Skillan238																	36	StrSkill3		usmc	256	74	StrSkill54		ast1		5	StrSkill208		clc4		75	StrSkill4		pnma*(100+ln12)/100	pxma*(100+ln12)/100	74	StrSkillDefense		clc3		13	StrSkill42		clc1		74	ESkillWolves		"min(3,1+(lvl-1)/2)+skill('Raven'.blvl)/6"																						40	Sksyn	Skillname238	2		71	Skillname222	Wolfplev	6		76	Hpplev	Skillname228	par1		76	Defplev	Skillname228	par2		76	Damplev	Skillname228	par5		76	AttRateplev	Skillname228	par6									0
griffith terror	0	0	0	0	50		skillname77	skillsd77	skillld77	skillan77																	36	StrSkillDurationSingular	StrSkill20	len	25																										36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	74	StrSkill151		ast1												40	Sksyn	skillname77	2		76	Secplev2	skillname81	par8/25		76	Secplev2	skillname86	par8/25		76	Secplev2	skillname87	par8/25																			0
unicharmchk	0	0	0	0	0		unicharm	unicharm	unicharm	unicharm																																																																																																													0
damage bonus 1	0	0	0	0	0		damage bonus 1	damage bonus 1	damage bonus 1	damage bonus 1																																																																																																													0
damage bonus 2	0	0	0	0	0		damage bonus 2	damage bonus 2	damage bonus 2	damage bonus 2																																																																																																													0
damage bonus 3	0	0	0	0	0		damage bonus 3	damage bonus 3	damage bonus 3	damage bonus 3																																																																																																													0
general passive	0	0	0	0	0		Skillname446	Skillname446	Skillname446	Skillname446																																																																																																													0
2h melee passive	0	0	0	0	0		Skillname445	Skillname445	Skillname445	Skillname445																																																																																																													0
swearbear	0	0	0	2	24		Skillname452	Skillsd452	Skillsd452	Skillname452																	36	StrSkill3		usmc	256	12	StrSkill20		len		4	StrSkill276		ast4		2	StrSkill21	StrSkill23	ast2		2	StrSkill4	StrSkill23	ast1		2	StrSkill42	StrSkill23	ast5		2	StrSkill106	StrSkill23	ast3		2	StrSkill10	StrSkill23	ast6		5	StrSkill287		skill('Wearbear'.lvl)																																																	0
kcounter	0	0	0	0	0		kcounter	kcounter	kcounter	kcounter																																																																																																													0
general passive bar	0	0	0	0	0		Skillname451	Skillname451	Skillname451	Skillname451																																																																																																													0
damage bonus 4	0	0	0	0	0		damage bonus 4	damage bonus 4	damage bonus 4	damage bonus 4																																																																																																													0
